epoch,train_eps_mse,train_aux_ce,train_aux_fm,train_past_ce,val_eps_mse,test_eps_mse,val_gen_mse,val_gen_auc_avg,val_gen_acc_avg,test_gen_auc_avg,test_gen_acc_avg,val_gen_prob_std,test_gen_prob_std,val_auc_correct,val_auc_zero,val_auc_shuffled,val_condition_gap_auc,val_gen_acc_correct,best_metric,best_score,lr
1,1.448386,2.196543,0.642321,0.791445,1.458691,1.463624,3.705086,0.430402,0.500000,0.502516,0.500000,0.033435,0.031561,0.566482,0.459834,0.531683,0.034799,0.500000,val_gen_auc_avg,0.430402,9.999726e-05
20,0.962576,0.452505,0.402746,0.506700,1.025993,1.008586,3.469888,0.585007,0.500000,0.499180,0.500000,0.046109,0.050077,0.467971,0.486669,0.479917,-0.018698,0.500000,val_gen_auc_avg,0.585007,9.890738e-05
40,0.878776,0.429954,0.358452,0.422817,0.927433,1.005977,2.774181,0.547265,0.500000,0.552038,0.500000,0.048690,0.045801,0.522507,0.466932,0.576870,-0.054363,0.493421,val_gen_auc_avg,0.547265,9.567727e-05
60,0.808344,0.378974,0.353254,0.374997,0.908112,0.872735,2.451232,0.689404,0.500000,0.721013,0.500000,0.075951,0.059506,0.588470,0.443733,0.534626,0.053843,0.519737,val_gen_auc_avg,0.689404,9.045085e-05
80,0.695223,0.327888,0.303295,0.234176,0.739823,0.799906,2.118292,0.731821,0.513158,0.804681,0.507519,0.116436,0.076936,0.633657,0.440789,0.496537,0.137119,0.519737,val_gen_auc_avg,0.731821,8.345653e-05
100,0.647318,0.128449,0.314007,0.090417,0.694625,0.750118,1.940123,0.768525,0.532895,0.870824,0.560150,0.145216,0.102081,0.697195,0.486496,0.485630,0.210699,0.546053,val_gen_auc_avg,0.768525,7.500000e-05
120,0.717982,0.141840,0.280725,0.081880,0.731975,0.668555,1.807653,0.773546,0.611842,0.867488,0.642857,0.190684,0.136758,0.715720,0.600242,0.446503,0.115478,0.532895,val_gen_auc_avg,0.773546,6.545085e-05
140,0.664683,0.075489,0.265671,0.036701,0.757579,0.635985,1.666082,0.726974,0.644737,0.862457,0.699248,0.209395,0.159587,0.759349,0.550035,0.507618,0.209314,0.677632,val_gen_auc_avg,0.726974,5.522642e-05
160,0.699413,0.065062,0.274856,0.048616,0.627900,0.624263,1.504413,0.755540,0.651316,0.844197,0.695489,0.219881,0.179771,0.802458,0.536530,0.551247,0.251212,0.684211,val_gen_auc_avg,0.755540,4.477358e-05
180,0.692209,0.066738,0.267213,0.021102,0.718565,0.688297,1.420886,0.729051,0.625000,0.834191,0.703008,0.230057,0.188435,0.734418,0.536357,0.545880,0.188539,0.651316,val_gen_auc_avg,0.729051,3.454915e-05
200,0.693667,0.056520,0.266281,0.021876,0.707038,0.651864,1.264296,0.749134,0.657895,0.826615,0.710526,0.233470,0.198166,0.765235,0.494806,0.463816,0.270429,0.677632,val_gen_auc_avg,0.749134,2.500000e-05
220,0.651067,0.078897,0.264835,0.047206,0.663009,0.629209,1.214009,0.750346,0.730263,0.809995,0.736842,0.197971,0.173040,0.704467,0.462950,0.546399,0.158068,0.657895,val_gen_auc_avg,0.750346,1.654347e-05
240,0.598439,0.125666,0.247880,0.059953,0.705550,0.598596,1.159168,0.727147,0.710526,0.818757,0.770677,0.157896,0.149349,0.748442,0.516447,0.582929,0.165512,0.631579,val_gen_auc_avg,0.727147,9.549150e-06
260,0.659686,0.176412,0.260833,0.141934,0.766096,0.745148,1.127193,0.750000,0.736842,0.835830,0.778195,0.146491,0.133442,0.767832,0.475935,0.517659,0.250173,0.651316,val_gen_auc_avg,0.750000,4.322727e-06
280,0.650916,0.063910,0.245265,0.027620,0.671930,0.717484,1.105494,0.777181,0.730263,0.787043,0.774436,0.120920,0.116759,0.737015,0.448753,0.469183,0.267832,0.657895,val_gen_auc_avg,0.777181,1.092620e-06
300,0.674004,0.063117,0.255392,0.011530,0.739007,0.699215,1.076123,0.730956,0.723684,0.778619,0.755639,0.126414,0.126761,0.799169,0.511427,0.448407,0.287742,0.703947,val_gen_auc_avg,0.730956,0.000000e+00
