epoch,train_eps_mse,train_aux_ce,train_aux_fm,train_past_ce,val_eps_mse,test_eps_mse,val_gen_mse,val_gen_auc_avg,val_gen_acc_avg,test_gen_auc_avg,test_gen_acc_avg,val_gen_prob_std,test_gen_prob_std,val_auc_correct,val_auc_zero,val_auc_shuffled,val_condition_gap_auc,val_gen_acc_correct,best_metric,best_score,lr
1,1.536640,1.760252,0.674780,0.702308,1.439703,1.488963,3.961524,0.448980,0.500000,0.544241,0.487395,0.163352,0.155349,0.567347,0.505306,0.462041,0.062041,0.528571,val_gen_auc_avg,0.448980,9.999726e-05
20,0.954775,0.628596,0.480231,0.417288,0.953155,1.037516,3.486037,0.598367,0.557143,0.483794,0.462185,0.214656,0.212049,0.426939,0.488980,0.471020,-0.062041,0.457143,val_gen_auc_avg,0.598367,9.890738e-05
40,0.814419,0.464086,0.461704,0.344872,0.831683,0.920710,3.114346,0.444898,0.442857,0.555399,0.521008,0.239478,0.239251,0.715918,0.534694,0.579592,0.136327,0.628571,val_gen_auc_avg,0.444898,9.567727e-05
60,0.882631,0.327592,0.473759,0.209194,0.708751,0.931680,2.935372,0.706122,0.542857,0.671986,0.605042,0.207890,0.236031,0.583673,0.402449,0.542857,0.040816,0.485714,val_gen_auc_avg,0.706122,9.045085e-05
80,0.797171,0.309000,0.469944,0.343246,0.799865,0.885238,2.836682,0.768163,0.614286,0.702069,0.651261,0.187942,0.235282,0.688980,0.451429,0.499592,0.189388,0.600000,val_gen_auc_avg,0.768163,8.345653e-05
100,0.799831,0.236027,0.424077,0.092029,0.614557,0.780044,2.758735,0.834286,0.757143,0.744298,0.689076,0.182342,0.193155,0.751837,0.502041,0.462857,0.249796,0.600000,val_gen_auc_avg,0.834286,7.500000e-05
120,0.759770,0.391868,0.416080,0.195315,0.698997,0.706154,2.794825,0.845714,0.814286,0.743733,0.693277,0.160938,0.154049,0.764898,0.379592,0.378776,0.385306,0.642857,val_gen_auc_avg,0.845714,6.545085e-05
140,0.752575,0.185930,0.414998,0.077434,0.694732,0.770558,2.799760,0.857143,0.757143,0.744510,0.680672,0.115298,0.105605,0.800816,0.529796,0.488980,0.271020,0.685714,val_gen_auc_avg,0.857143,5.522642e-05
160,0.660959,0.133947,0.401610,0.036439,0.717743,0.694786,2.745651,0.835918,0.771429,0.729892,0.680672,0.120589,0.096221,0.743673,0.426122,0.404898,0.317551,0.671429,val_gen_auc_avg,0.835918,4.477358e-05
180,0.656621,0.160051,0.401236,0.045938,0.513990,0.695503,2.588375,0.826122,0.742857,0.747687,0.676471,0.119426,0.105334,0.687347,0.608980,0.556735,0.078367,0.657143,val_gen_auc_avg,0.826122,3.454915e-05
200,0.636371,0.181635,0.398324,0.049846,0.625727,0.647448,2.524637,0.858776,0.757143,0.755314,0.676471,0.143734,0.111468,0.655510,0.551020,0.364898,0.104490,0.700000,val_gen_auc_avg,0.858776,2.500000e-05
220,0.638714,0.225814,0.387454,0.072779,0.598209,0.635449,2.416012,0.834286,0.700000,0.740908,0.684874,0.119875,0.120354,0.699592,0.552653,0.439184,0.146939,0.628571,val_gen_auc_avg,0.834286,1.654347e-05
240,0.676710,0.123928,0.372670,0.004116,0.638738,0.630649,2.323767,0.835918,0.628571,0.754255,0.680672,0.127154,0.113482,0.705306,0.420408,0.418776,0.284898,0.671429,val_gen_auc_avg,0.835918,9.549150e-06
260,0.613304,0.180840,0.387124,0.075388,0.666512,0.686814,2.234617,0.813061,0.685714,0.722548,0.663866,0.125190,0.131424,0.762449,0.393469,0.560000,0.202449,0.657143,val_gen_auc_avg,0.813061,4.322727e-06
280,0.614320,0.141939,0.370226,0.010277,0.630219,0.600871,2.120137,0.803265,0.714286,0.733705,0.676471,0.135166,0.120461,0.701224,0.417143,0.555102,0.146122,0.671429,val_gen_auc_avg,0.803265,1.092620e-06
300,0.633933,0.169164,0.366986,0.021134,0.601790,0.695623,2.126539,0.776327,0.728571,0.715557,0.676471,0.134831,0.115500,0.842449,0.475918,0.576327,0.266122,0.657143,val_gen_auc_avg,0.776327,0.000000e+00
