epoch,train_eps_mse,train_aux_ce,train_aux_fm,train_past_ce,val_eps_mse,test_eps_mse,val_gen_mse,val_gen_auc_avg,val_gen_acc_avg,test_gen_auc_avg,test_gen_acc_avg,val_gen_prob_std,test_gen_prob_std,val_auc_correct,val_auc_zero,val_auc_shuffled,val_condition_gap_auc,val_gen_acc_correct,best_metric,best_score,lr
1,2.178445,1.639972,0.685329,0.734565,2.111302,2.070748,4.403687,0.504490,0.514286,0.499117,0.500000,0.234189,0.240165,0.511837,0.623673,0.494694,-0.111837,0.500000,val_gen_auc_avg,0.504490,9.999726e-05
20,1.179822,0.600378,0.501015,0.414659,1.148386,1.245304,4.248384,0.421224,0.485714,0.455618,0.483193,0.181925,0.206938,0.387755,0.516735,0.496327,-0.128980,0.428571,val_gen_auc_avg,0.421224,9.890738e-05
40,0.965999,0.377817,0.474254,0.274484,0.950858,1.089445,3.673676,0.517551,0.485714,0.604760,0.537815,0.203466,0.210603,0.551020,0.693878,0.543673,-0.142857,0.542857,val_gen_auc_avg,0.517551,9.567727e-05
60,0.895609,0.896264,0.418868,0.396698,0.824323,0.952081,3.365500,0.560000,0.514286,0.603630,0.558824,0.216450,0.235378,0.488980,0.426939,0.403265,0.062041,0.485714,val_gen_auc_avg,0.560000,9.045085e-05
80,0.795800,0.417903,0.424828,0.206468,0.837082,0.839129,3.269281,0.777143,0.585714,0.731516,0.684874,0.207668,0.185513,0.601633,0.413061,0.527347,0.074286,0.557143,val_gen_auc_avg,0.777143,8.345653e-05
100,0.815447,0.167438,0.417769,0.080226,0.882720,0.742418,3.195865,0.741224,0.600000,0.736459,0.680672,0.154509,0.124487,0.671020,0.564898,0.549388,0.106122,0.585714,val_gen_auc_avg,0.741224,7.500000e-05
120,0.705001,0.109099,0.422792,0.020248,0.725140,0.753171,3.176248,0.751020,0.671429,0.736671,0.693277,0.151473,0.098679,0.751020,0.295510,0.508571,0.242449,0.628571,val_gen_auc_avg,0.751020,6.545085e-05
140,0.710099,0.144495,0.401092,0.045944,0.771444,0.687137,3.125906,0.731429,0.657143,0.699386,0.705882,0.132368,0.079016,0.807347,0.492245,0.492245,0.315102,0.685714,val_gen_auc_avg,0.731429,5.522642e-05
160,0.655614,0.407199,0.402344,0.255432,0.736704,0.739771,3.080727,0.731429,0.657143,0.697267,0.680672,0.119797,0.076784,0.694694,0.430204,0.488980,0.205714,0.628571,val_gen_auc_avg,0.731429,4.477358e-05
180,0.651113,0.416160,0.388692,0.134092,0.571817,0.692089,2.991059,0.743673,0.657143,0.721842,0.668067,0.104763,0.070978,0.724082,0.529796,0.460408,0.194286,0.685714,val_gen_auc_avg,0.743673,3.454915e-05
200,0.667607,0.145687,0.361191,0.028585,0.665818,0.676619,2.874438,0.809796,0.714286,0.686251,0.642857,0.129480,0.082969,0.686531,0.542041,0.508571,0.144490,0.700000,val_gen_auc_avg,0.809796,2.500000e-05
220,0.644976,0.313302,0.388925,0.222527,0.582541,0.724076,2.713120,0.801633,0.757143,0.718805,0.634454,0.118545,0.078928,0.733061,0.535510,0.504490,0.197551,0.657143,val_gen_auc_avg,0.801633,1.654347e-05
240,0.656398,0.124473,0.363735,0.015341,0.786681,0.698077,2.652649,0.785306,0.671429,0.677777,0.630252,0.130299,0.081394,0.765714,0.542041,0.395102,0.223673,0.700000,val_gen_auc_avg,0.785306,9.549150e-06
260,0.586169,0.209115,0.397673,0.145888,0.688606,0.685723,2.535458,0.755918,0.714286,0.701151,0.626050,0.135226,0.088657,0.718367,0.342041,0.365714,0.352653,0.628571,val_gen_auc_avg,0.755918,4.322727e-06
280,0.601928,0.212473,0.392834,0.075423,0.589057,0.682477,2.446803,0.707755,0.685714,0.689923,0.613445,0.139434,0.084264,0.660408,0.600000,0.353469,0.060408,0.628571,val_gen_auc_avg,0.707755,1.092620e-06
300,0.604804,0.138224,0.375694,0.044790,0.727268,0.660548,2.378185,0.677551,0.700000,0.688581,0.609244,0.150646,0.083439,0.721633,0.435102,0.431837,0.286531,0.628571,val_gen_auc_avg,0.677551,0.000000e+00
