epoch,train_eps_mse,train_aux_ce,train_aux_fm,train_past_ce,val_eps_mse,test_eps_mse,val_gen_mse,val_gen_auc_avg,val_gen_acc_avg,test_gen_auc_avg,test_gen_acc_avg,val_gen_prob_std,test_gen_prob_std,val_auc_correct,val_auc_zero,val_auc_shuffled,val_condition_gap_auc,val_gen_acc_correct,best_metric,best_score,lr
1,2.147011,1.853096,0.616056,0.750987,2.041885,2.072919,4.221584,0.416205,0.500000,0.514331,0.500000,0.017872,0.017491,0.548130,0.491690,0.516794,0.031337,0.500000,val_gen_auc_avg,0.416205,9.999726e-05
20,1.015857,0.553447,0.394312,0.549964,1.033031,1.143843,4.062438,0.532029,0.500000,0.473684,0.496241,0.143414,0.136407,0.482341,0.519044,0.489439,-0.036704,0.519737,val_gen_auc_avg,0.532029,9.890738e-05
40,0.884389,0.317698,0.356130,0.369142,0.859425,0.855154,3.081067,0.521122,0.519737,0.585392,0.518797,0.169271,0.168786,0.502078,0.450312,0.436461,0.051766,0.500000,val_gen_auc_avg,0.521122,9.567727e-05
60,0.775020,0.154755,0.306746,0.180310,0.736145,0.668027,2.653483,0.639716,0.532895,0.697326,0.511278,0.165984,0.144300,0.491170,0.397334,0.527181,-0.036011,0.453947,val_gen_auc_avg,0.639716,9.045085e-05
80,0.651711,0.173188,0.281014,0.173240,0.712211,0.681266,2.371199,0.717798,0.519737,0.793827,0.507519,0.124448,0.111191,0.633137,0.582237,0.487361,0.050900,0.532895,val_gen_auc_avg,0.717798,8.345653e-05
100,0.671503,0.133903,0.286394,0.069363,0.713250,0.700746,2.066998,0.729571,0.532895,0.828820,0.575188,0.146323,0.109559,0.712777,0.526662,0.496884,0.186115,0.565789,val_gen_auc_avg,0.729571,7.500000e-05
120,0.657737,0.211871,0.274176,0.234708,0.711726,0.636710,1.863148,0.754675,0.651316,0.823110,0.605263,0.165570,0.118170,0.685076,0.568040,0.491690,0.117036,0.598684,val_gen_auc_avg,0.754675,6.545085e-05
140,0.699065,0.078574,0.257319,0.048001,0.607384,0.736416,1.689561,0.728012,0.611842,0.842727,0.699248,0.180441,0.132168,0.699446,0.509349,0.588470,0.110976,0.572368,val_gen_auc_avg,0.728012,5.522642e-05
160,0.641347,0.286903,0.255504,0.294966,0.632241,0.620903,1.464808,0.741517,0.703947,0.821810,0.725564,0.171898,0.149730,0.716759,0.483206,0.504848,0.211911,0.592105,val_gen_auc_avg,0.741517,4.477358e-05
180,0.683101,0.063645,0.245423,0.016543,0.652026,0.614808,1.337561,0.723684,0.671053,0.843349,0.736842,0.177662,0.143835,0.773199,0.452735,0.529605,0.243594,0.611842,val_gen_auc_avg,0.723684,3.454915e-05
200,0.629020,0.046300,0.251149,0.012409,0.734880,0.628491,1.243918,0.679190,0.631579,0.835152,0.759398,0.178504,0.156106,0.716240,0.451870,0.602493,0.113747,0.539474,val_gen_auc_avg,0.679190,2.500000e-05
220,0.573543,0.064224,0.232199,0.030237,0.732563,0.613496,1.138419,0.779432,0.697368,0.837074,0.800752,0.163990,0.140604,0.692521,0.487535,0.552978,0.139543,0.578947,val_gen_auc_avg,0.779432,1.654347e-05
