epoch,train_eps_mse,train_aux_ce,train_aux_fm,train_past_ce,val_eps_mse,test_eps_mse,val_gen_mse,val_gen_auc_avg,val_gen_acc_avg,test_gen_auc_avg,test_gen_acc_avg,val_gen_prob_std,test_gen_prob_std,val_auc_correct,val_auc_zero,val_auc_shuffled,val_condition_gap_auc,val_gen_acc_correct,best_metric,best_score,lr
1,1.316015,1.800192,0.635411,0.689955,1.386344,1.368588,3.727869,0.428571,0.500000,0.470588,0.504202,0.134183,0.132383,0.438367,0.544490,0.529796,-0.106122,0.528571,val_gen_auc_avg,0.428571,9.999726e-05
20,1.043760,0.703519,0.491604,0.427237,0.966677,1.030250,3.524896,0.520000,0.514286,0.517760,0.487395,0.243255,0.227303,0.586939,0.414694,0.428571,0.158367,0.614286,val_gen_auc_avg,0.520000,9.890738e-05
40,0.775598,0.432040,0.511953,0.457653,1.048615,0.928780,3.188920,0.439184,0.500000,0.534002,0.533613,0.243704,0.226136,0.552653,0.493061,0.586939,-0.034286,0.442857,val_gen_auc_avg,0.439184,9.567727e-05
60,0.778346,0.471016,0.431406,0.283505,0.770199,0.838187,3.033987,0.689796,0.585714,0.695360,0.630252,0.236044,0.240527,0.515102,0.564898,0.502041,-0.049796,0.471429,val_gen_auc_avg,0.689796,9.045085e-05
80,0.743283,0.293535,0.448504,0.245552,0.754224,0.819422,2.969299,0.751020,0.671429,0.744086,0.718487,0.219658,0.181466,0.666122,0.456327,0.638367,0.027755,0.600000,val_gen_auc_avg,0.751020,8.345653e-05
100,0.725836,0.321726,0.411293,0.200343,0.905516,0.825484,3.150674,0.813878,0.714286,0.734906,0.676471,0.186447,0.133692,0.701224,0.417959,0.444898,0.256327,0.685714,val_gen_auc_avg,0.813878,7.500000e-05
120,0.660299,0.153204,0.425244,0.043504,0.732174,0.685337,3.087166,0.831020,0.742857,0.723890,0.668067,0.173479,0.111123,0.754286,0.445714,0.408163,0.308571,0.671429,val_gen_auc_avg,0.831020,6.545085e-05
140,0.630657,0.161156,0.394476,0.035578,0.674875,0.647208,2.920720,0.813061,0.714286,0.744298,0.684874,0.143125,0.106440,0.831837,0.462041,0.512653,0.319184,0.742857,val_gen_auc_avg,0.813061,5.522642e-05
160,0.691633,0.196160,0.388529,0.059870,0.570251,0.700450,2.752374,0.866939,0.757143,0.717534,0.697479,0.139822,0.093032,0.737143,0.401633,0.500408,0.236735,0.685714,val_gen_auc_avg,0.866939,4.477358e-05
180,0.632132,0.137382,0.386479,0.019627,0.701927,0.697838,2.584913,0.780408,0.742857,0.711955,0.684874,0.151395,0.088226,0.808980,0.502041,0.528163,0.280816,0.771429,val_gen_auc_avg,0.780408,3.454915e-05
200,0.594169,0.415565,0.377075,0.332263,0.684873,0.662348,2.339215,0.818776,0.728571,0.708001,0.663866,0.146360,0.108157,0.857959,0.375510,0.469388,0.388571,0.800000,val_gen_auc_avg,0.818776,2.500000e-05
220,0.624193,0.223463,0.383563,0.077723,0.611428,0.641952,2.167767,0.813061,0.742857,0.730033,0.659664,0.124141,0.093655,0.756735,0.558367,0.365714,0.198367,0.685714,val_gen_auc_avg,0.813061,1.654347e-05
240,0.620813,0.121715,0.361604,0.018104,0.708885,0.648623,2.091673,0.766531,0.714286,0.715627,0.659664,0.113508,0.089117,0.791837,0.441633,0.522449,0.269388,0.757143,val_gen_auc_avg,0.766531,9.549150e-06
260,0.686083,0.118853,0.367290,0.013094,0.608158,0.626106,1.906073,0.822857,0.742857,0.691335,0.638655,0.076033,0.075955,0.749388,0.512653,0.533878,0.215510,0.700000,val_gen_auc_avg,0.822857,4.322727e-06
280,0.649922,0.112996,0.352644,0.010077,0.649861,0.678943,1.882926,0.818776,0.714286,0.726785,0.651261,0.080466,0.064654,0.745306,0.573878,0.529796,0.171429,0.714286,val_gen_auc_avg,0.818776,1.092620e-06
300,0.637274,0.127142,0.362635,0.007480,0.644086,0.676292,1.785335,0.786939,0.700000,0.692112,0.638655,0.060726,0.063555,0.785306,0.477551,0.435918,0.307755,0.757143,val_gen_auc_avg,0.786939,0.000000e+00
