epoch,train_eps_mse,train_aux_ce,train_aux_fm,train_past_ce,val_eps_mse,test_eps_mse,val_gen_mse,val_gen_auc_avg,val_gen_acc_avg,test_gen_auc_avg,test_gen_acc_avg,val_gen_prob_std,test_gen_prob_std,val_auc_correct,val_auc_zero,val_auc_shuffled,val_condition_gap_auc,val_gen_acc_correct,best_metric,best_score,lr
1,1.582116,1.968785,0.620769,0.688982,1.626627,1.614814,4.094604,0.525450,0.500000,0.518627,0.500000,0.038298,0.037290,0.566482,0.482514,0.454294,0.083968,0.500000,val_gen_auc_avg,0.525450,9.999726e-05
20,0.895616,0.554408,0.385614,0.540110,0.913393,0.883713,3.564957,0.485803,0.500000,0.493018,0.500000,0.064364,0.065737,0.568560,0.530125,0.506406,0.038435,0.513158,val_gen_auc_avg,0.485803,9.890738e-05
40,0.751925,0.373451,0.361646,0.367982,0.739993,0.704574,2.822317,0.585353,0.500000,0.593985,0.500000,0.067745,0.064844,0.489266,0.598684,0.532722,-0.109418,0.500000,val_gen_auc_avg,0.585353,9.567727e-05
60,0.687355,0.230523,0.331052,0.321485,0.773843,0.733900,2.426378,0.610630,0.500000,0.645882,0.500000,0.125310,0.113226,0.514716,0.489439,0.505367,0.009349,0.500000,val_gen_auc_avg,0.610630,9.045085e-05
80,0.605484,0.372017,0.302965,0.310532,0.691020,0.708884,2.196909,0.719183,0.532895,0.770988,0.556391,0.197173,0.177649,0.587258,0.459141,0.463470,0.123788,0.532895,val_gen_auc_avg,0.719183,8.345653e-05
100,0.645201,0.104485,0.312589,0.075576,0.789700,0.755306,1.882454,0.735284,0.598684,0.818249,0.627820,0.237727,0.210291,0.658587,0.444079,0.485630,0.172957,0.546053,val_gen_auc_avg,0.735284,7.500000e-05
120,0.665853,0.129585,0.283206,0.083622,0.652900,0.662512,1.580398,0.709141,0.664474,0.796427,0.665414,0.245295,0.204236,0.644044,0.462777,0.469183,0.174861,0.578947,val_gen_auc_avg,0.709141,6.545085e-05
140,0.643737,0.057509,0.290811,0.096441,0.667885,0.639820,1.432613,0.641447,0.598684,0.811182,0.680451,0.231409,0.217425,0.622403,0.471087,0.547265,0.075139,0.539474,val_gen_auc_avg,0.641447,5.522642e-05
160,0.587411,0.059858,0.291281,0.023589,0.636308,0.600049,1.390561,0.642659,0.572368,0.781898,0.650376,0.238453,0.214160,0.650450,0.463123,0.440443,0.187327,0.532895,val_gen_auc_avg,0.642659,4.477358e-05
180,0.581465,0.232629,0.275941,0.215556,0.569332,0.634892,1.299506,0.600762,0.565789,0.809203,0.654135,0.225151,0.179694,0.697195,0.482514,0.568386,0.128809,0.559211,val_gen_auc_avg,0.600762,3.454915e-05
200,0.610076,0.122502,0.256307,0.093549,0.608227,0.666390,1.257817,0.704120,0.657895,0.823732,0.733083,0.199479,0.159346,0.632618,0.468144,0.463296,0.164474,0.519737,val_gen_auc_avg,0.704120,2.500000e-05
220,0.618777,0.054544,0.266737,0.018962,0.700167,0.627099,1.221922,0.682652,0.657895,0.811917,0.714286,0.178219,0.128663,0.701004,0.540166,0.521641,0.160838,0.611842,val_gen_auc_avg,0.682652,1.654347e-05
240,0.588728,0.103067,0.249155,0.026221,0.636269,0.570132,1.170865,0.681614,0.651316,0.789474,0.699248,0.154915,0.117971,0.711046,0.507791,0.468837,0.203255,0.618421,val_gen_auc_avg,0.681614,9.549150e-06
260,0.640884,0.047114,0.249496,0.021623,0.694197,0.637981,1.173256,0.657375,0.644737,0.772288,0.725564,0.165272,0.107681,0.608726,0.487361,0.491170,0.117555,0.559211,val_gen_auc_avg,0.657375,4.322727e-06
280,0.640071,0.048219,0.261310,0.012503,0.745075,0.662990,1.120630,0.625693,0.598684,0.788965,0.703008,0.155268,0.109759,0.645776,0.519044,0.541724,0.104051,0.565789,val_gen_auc_avg,0.625693,1.092620e-06
300,0.592088,0.056629,0.255743,0.010782,0.760612,0.788221,1.114777,0.683691,0.631579,0.771892,0.736842,0.150870,0.114237,0.741863,0.472126,0.501039,0.240824,0.592105,val_gen_auc_avg,0.683691,0.000000e+00
