epoch,train_eps_mse,train_aux_ce,train_aux_fm,train_past_ce,val_eps_mse,test_eps_mse,val_gen_mse,val_gen_auc_avg,val_gen_acc_avg,test_gen_auc_avg,test_gen_acc_avg,val_gen_prob_std,test_gen_prob_std,val_auc_correct,val_auc_zero,val_auc_shuffled,val_condition_gap_auc,val_gen_acc_correct,best_metric,best_score,lr
1,1.510961,2.129638,0.632780,0.714559,1.496322,1.493539,3.564926,0.455332,0.500000,0.493866,0.500000,0.011374,0.011268,0.529778,0.381752,0.501904,0.027874,0.500000,val_gen_auc_avg,0.455332,9.999726e-05
20,0.912923,0.568997,0.354333,0.609578,0.974976,1.020942,3.376926,0.462950,0.500000,0.484030,0.500000,0.072111,0.068300,0.458102,0.486150,0.467625,-0.028047,0.486842,val_gen_auc_avg,0.462950,9.890738e-05
40,0.754150,0.379720,0.380630,0.535405,0.763309,0.801078,2.756423,0.481994,0.500000,0.427610,0.500000,0.089212,0.082004,0.580159,0.475416,0.508483,0.071676,0.500000,val_gen_auc_avg,0.481994,9.567727e-05
60,0.736897,0.350722,0.333383,0.304995,0.709165,0.727816,2.269447,0.544494,0.500000,0.666346,0.500000,0.097793,0.069962,0.487015,0.510561,0.499307,-0.023546,0.500000,val_gen_auc_avg,0.544494,9.045085e-05
80,0.635819,0.202586,0.316592,0.252675,0.694922,0.664769,1.952854,0.582237,0.500000,0.693708,0.500000,0.132761,0.067799,0.552285,0.496537,0.507271,0.045014,0.493421,val_gen_auc_avg,0.582237,8.345653e-05
100,0.675677,0.200008,0.305517,0.250949,0.660283,0.674563,1.768083,0.621364,0.506579,0.753915,0.511278,0.158582,0.075062,0.572888,0.431614,0.531337,0.041551,0.552632,val_gen_auc_avg,0.621364,7.500000e-05
120,0.639942,0.143919,0.284172,0.126775,0.598327,0.643102,1.651395,0.613573,0.565789,0.751541,0.522556,0.206938,0.079775,0.563885,0.560249,0.556440,0.003636,0.526316,val_gen_auc_avg,0.613573,6.545085e-05
140,0.605633,0.275245,0.261536,0.201365,0.698262,0.675521,1.573831,0.634868,0.578947,0.793544,0.586466,0.201728,0.095671,0.570291,0.504328,0.521814,0.048476,0.513158,val_gen_auc_avg,0.634868,5.522642e-05
160,0.676281,0.118564,0.263845,0.055317,0.669820,0.717602,1.393234,0.673996,0.625000,0.766409,0.654135,0.182690,0.105742,0.630021,0.491170,0.421053,0.138850,0.565789,val_gen_auc_avg,0.673996,4.477358e-05
180,0.654716,0.096872,0.261909,0.067264,0.605759,0.655588,1.272441,0.567867,0.578947,0.771214,0.650376,0.174732,0.100923,0.618075,0.527008,0.601627,0.016447,0.572368,val_gen_auc_avg,0.567867,3.454915e-05
200,0.612205,0.087461,0.253751,0.087394,0.706494,0.588038,1.155852,0.610111,0.611842,0.785347,0.676692,0.159460,0.103163,0.611323,0.579986,0.534626,0.031337,0.546053,val_gen_auc_avg,0.610111,2.500000e-05
220,0.709539,0.093828,0.258077,0.053003,0.813039,0.787874,1.100533,0.648719,0.618421,0.799084,0.676692,0.138751,0.095572,0.622230,0.470914,0.548996,0.073234,0.618421,val_gen_auc_avg,0.648719,1.654347e-05
240,0.611766,0.057556,0.247117,0.036291,0.730177,0.767423,1.042824,0.585526,0.578947,0.755215,0.672932,0.123979,0.093210,0.644391,0.603359,0.523892,0.041032,0.592105,val_gen_auc_avg,0.585526,9.549150e-06
260,0.681579,0.178033,0.253596,0.166887,0.757256,0.686203,1.039195,0.594702,0.565789,0.765165,0.706767,0.123827,0.087724,0.571503,0.510734,0.592971,-0.021468,0.526316,val_gen_auc_avg,0.594702,4.322727e-06
280,0.566260,0.383454,0.251498,0.291167,0.681504,0.665431,1.033755,0.589335,0.592105,0.772231,0.691729,0.116441,0.074593,0.588296,0.523199,0.563019,0.025277,0.532895,val_gen_auc_avg,0.589335,1.092620e-06
300,0.672801,0.056623,0.247106,0.028852,0.735389,0.598640,0.997192,0.600935,0.605263,0.745661,0.687970,0.110258,0.075767,0.547784,0.492555,0.457583,0.055229,0.526316,val_gen_auc_avg,0.600935,0.000000e+00
