epoch,train_eps_mse,train_aux_ce,train_aux_fm,train_past_ce,val_eps_mse,test_eps_mse,val_gen_mse,val_gen_auc_avg,val_gen_acc_avg,test_gen_auc_avg,test_gen_acc_avg,val_gen_prob_std,test_gen_prob_std,val_auc_correct,val_auc_zero,val_auc_shuffled,val_condition_gap_auc,val_gen_acc_correct,best_metric,best_score,lr
1,1.538692,2.251497,0.658416,0.711384,1.534963,1.549149,4.081833,0.484072,0.500000,0.566567,0.500000,0.026920,0.026969,0.551247,0.502943,0.503289,0.047957,0.500000,val_gen_auc_avg,0.484072,9.999726e-05
20,0.972937,0.555276,0.412409,0.598611,1.032531,1.066605,3.889588,0.514543,0.500000,0.494262,0.500000,0.055966,0.056196,0.610284,0.528913,0.562500,0.047784,0.506579,val_gen_auc_avg,0.514543,9.890738e-05
40,0.782103,0.359612,0.339148,0.493493,0.809113,0.781296,3.042199,0.514197,0.500000,0.565888,0.500000,0.059860,0.053517,0.541378,0.491517,0.474896,0.049861,0.513158,val_gen_auc_avg,0.514197,9.567727e-05
60,0.767947,0.238422,0.326139,0.271327,0.739670,0.659002,2.821849,0.571676,0.500000,0.674657,0.500000,0.077827,0.068698,0.568733,0.492382,0.553843,0.014889,0.506579,val_gen_auc_avg,0.571676,9.045085e-05
80,0.667220,0.213412,0.288833,0.239252,0.720261,0.683059,2.522360,0.595395,0.506579,0.757985,0.503759,0.119928,0.090372,0.484591,0.568386,0.584834,-0.100242,0.480263,val_gen_auc_avg,0.595395,8.345653e-05
100,0.796628,0.128436,0.296859,0.286200,0.836005,0.802147,2.417907,0.527181,0.519737,0.791283,0.507519,0.171911,0.129677,0.545360,0.500519,0.500173,0.044841,0.519737,val_gen_auc_avg,0.527181,7.500000e-05
120,0.696660,0.373929,0.293749,0.279738,0.796239,0.673695,2.149801,0.631233,0.539474,0.802589,0.545113,0.192653,0.143898,0.591066,0.580159,0.396988,0.010907,0.532895,val_gen_auc_avg,0.631233,6.545085e-05
140,0.740862,0.084539,0.282489,0.045500,0.690138,0.784889,2.010905,0.560596,0.519737,0.819097,0.556391,0.214058,0.153641,0.625000,0.432306,0.577735,0.047265,0.592105,val_gen_auc_avg,0.560596,5.522642e-05
160,0.687448,0.245814,0.258297,0.229041,0.691225,0.658025,1.813381,0.585180,0.552632,0.805868,0.590226,0.252267,0.160667,0.558518,0.455332,0.475069,0.083449,0.559211,val_gen_auc_avg,0.585180,4.477358e-05
180,0.722284,0.079356,0.268318,0.063962,0.711911,0.651923,1.720330,0.585007,0.539474,0.849115,0.624060,0.238338,0.168591,0.629848,0.414647,0.568733,0.061115,0.598684,val_gen_auc_avg,0.585007,3.454915e-05
200,0.683268,0.087774,0.252505,0.045548,0.803160,0.681127,1.610399,0.566482,0.532895,0.817966,0.631579,0.256579,0.177927,0.497922,0.474204,0.564578,-0.066655,0.473684,val_gen_auc_avg,0.566482,2.500000e-05
220,0.638050,0.109951,0.249882,0.061341,0.822100,0.687134,1.468736,0.559211,0.539474,0.819153,0.624060,0.258955,0.174352,0.579986,0.532722,0.561981,0.018006,0.546053,val_gen_auc_avg,0.559211,1.654347e-05
240,0.725239,0.062449,0.255788,0.022709,0.773358,0.687044,1.378896,0.598511,0.565789,0.825146,0.672932,0.241236,0.168873,0.568733,0.490997,0.516620,0.052112,0.546053,val_gen_auc_avg,0.598511,9.549150e-06
260,0.667995,0.052499,0.248050,0.032266,0.732987,0.790632,1.336919,0.578428,0.559211,0.833682,0.650376,0.219211,0.155111,0.590893,0.545880,0.489439,0.045014,0.532895,val_gen_auc_avg,0.578428,4.322727e-06
280,0.666088,0.060798,0.252245,0.026767,0.697869,0.797743,1.277449,0.580159,0.572368,0.838996,0.669173,0.195286,0.141298,0.604398,0.498788,0.502597,0.101801,0.546053,val_gen_auc_avg,0.580159,1.092620e-06
300,0.630952,0.218780,0.254215,0.176484,0.662231,0.755702,1.272303,0.592105,0.572368,0.821132,0.654135,0.192682,0.149861,0.547091,0.535492,0.430402,0.011600,0.526316,val_gen_auc_avg,0.592105,0.000000e+00
