epoch,train_eps_mse,train_aux_ce,train_aux_fm,train_past_ce,val_eps_mse,test_eps_mse,val_gen_mse,val_gen_auc_avg,val_gen_acc_avg,test_gen_auc_avg,test_gen_acc_avg,val_gen_prob_std,test_gen_prob_std,val_auc_correct,val_auc_zero,val_auc_shuffled,val_condition_gap_auc,val_gen_acc_correct,best_metric,best_score,lr
1,1.541132,1.495254,0.680504,0.707113,1.449689,1.457531,4.218264,0.426122,0.442857,0.513170,0.487395,0.176166,0.186016,0.580408,0.461224,0.471020,0.109388,0.528571,val_gen_auc_avg,0.426122,9.999726e-05
20,1.296730,0.596285,0.521622,0.446077,1.190658,1.276243,4.048648,0.594286,0.571429,0.524045,0.546218,0.193547,0.199416,0.480000,0.559184,0.490612,-0.079184,0.457143,val_gen_auc_avg,0.594286,9.890738e-05
40,0.984205,0.641901,0.466052,0.358212,1.046862,1.050886,3.353886,0.536327,0.542857,0.586894,0.516807,0.193088,0.190479,0.458776,0.504490,0.453878,-0.045714,0.471429,val_gen_auc_avg,0.536327,9.567727e-05
60,0.862660,0.725429,0.436695,0.408865,0.847407,0.916411,3.036894,0.648980,0.514286,0.636890,0.504202,0.160691,0.184565,0.454694,0.455510,0.339592,-0.000816,0.457143,val_gen_auc_avg,0.648980,9.045085e-05
80,0.775165,0.386321,0.429480,0.180731,0.831353,0.827666,2.929707,0.701224,0.542857,0.665066,0.605042,0.141420,0.201188,0.643265,0.464490,0.515918,0.127347,0.557143,val_gen_auc_avg,0.701224,8.345653e-05
100,0.806790,0.207935,0.413446,0.093887,0.846272,0.741273,2.858579,0.759184,0.585714,0.705106,0.672269,0.162896,0.181877,0.573061,0.426122,0.476735,0.096327,0.600000,val_gen_auc_avg,0.759184,7.500000e-05
120,0.701773,0.208611,0.413168,0.034647,0.699070,0.733653,2.692214,0.855510,0.714286,0.729680,0.697479,0.195528,0.141701,0.751837,0.411429,0.424490,0.327347,0.657143,val_gen_auc_avg,0.855510,6.545085e-05
140,0.701186,0.215892,0.398073,0.070280,0.788117,0.643475,2.739256,0.804898,0.728571,0.718523,0.705882,0.190060,0.125639,0.768163,0.502041,0.453878,0.266122,0.671429,val_gen_auc_avg,0.804898,5.522642e-05
160,0.659278,0.594662,0.404264,0.295386,0.773701,0.748155,2.556498,0.866939,0.771429,0.718876,0.680672,0.172227,0.109555,0.896327,0.462857,0.449796,0.433469,0.814286,val_gen_auc_avg,0.866939,4.477358e-05
180,0.628342,0.360111,0.386372,0.224259,0.553553,0.651930,2.412363,0.933061,0.828571,0.687805,0.684874,0.118035,0.079900,0.879184,0.436735,0.502041,0.377143,0.871429,val_gen_auc_avg,0.933061,3.454915e-05
200,0.696316,0.135258,0.366537,0.053926,0.682948,0.680043,2.337153,0.906122,0.814286,0.704541,0.689076,0.089802,0.065124,0.871837,0.488980,0.486531,0.382857,0.828571,val_gen_auc_avg,0.906122,2.500000e-05
220,0.646195,0.301279,0.359275,0.179957,0.600478,0.719599,2.076254,0.906122,0.785714,0.701010,0.689076,0.087126,0.049842,0.831020,0.567347,0.433469,0.263673,0.800000,val_gen_auc_avg,0.906122,1.654347e-05
240,0.666379,0.108543,0.360873,0.011559,0.837369,0.688496,1.970750,0.879184,0.785714,0.665843,0.676471,0.078623,0.046682,0.888163,0.457959,0.478367,0.409796,0.785714,val_gen_auc_avg,0.879184,9.549150e-06
260,0.577702,0.288777,0.380373,0.117287,0.727373,0.669140,1.833731,0.817143,0.771429,0.694937,0.693277,0.055173,0.037350,0.905306,0.626939,0.443265,0.278367,0.842857,val_gen_auc_avg,0.817143,4.322727e-06
280,0.589977,0.248244,0.376390,0.098735,0.605959,0.672038,1.753067,0.876735,0.771429,0.689429,0.689076,0.044495,0.033019,0.768980,0.484082,0.465306,0.284898,0.771429,val_gen_auc_avg,0.876735,1.092620e-06
300,0.601964,0.159479,0.371894,0.059471,0.768997,0.652425,1.646742,0.878367,0.757143,0.694160,0.680672,0.041789,0.034585,0.841633,0.302857,0.391837,0.449796,0.814286,val_gen_auc_avg,0.878367,0.000000e+00
