epoch,train_eps_mse,train_aux_ce,train_aux_fm,train_past_ce,val_eps_mse,test_eps_mse,val_gen_mse,val_gen_auc_avg,val_gen_acc_avg,test_gen_auc_avg,test_gen_acc_avg,val_gen_prob_std,test_gen_prob_std,val_auc_correct,val_auc_zero,val_auc_shuffled,val_condition_gap_auc,val_gen_acc_correct,best_metric,best_score,lr
1,1.599289,2.304693,0.676728,0.721108,1.521801,1.517344,4.451032,0.576350,0.500000,0.509639,0.500000,0.031928,0.031710,0.453601,0.508137,0.539127,-0.085526,0.500000,val_gen_auc_avg,0.576350,9.999726e-05
20,0.923224,0.597200,0.416984,0.605718,0.967577,0.973995,3.498822,0.541724,0.500000,0.480412,0.500000,0.055418,0.062894,0.502078,0.578255,0.535665,-0.076177,0.500000,val_gen_auc_avg,0.541724,9.890738e-05
40,0.775163,0.407997,0.365411,0.549360,0.825677,0.889163,2.657469,0.497403,0.500000,0.499519,0.500000,0.041142,0.041374,0.405990,0.516794,0.567175,-0.161184,0.493421,val_gen_auc_avg,0.497403,9.567727e-05
60,0.642343,0.440029,0.339590,0.520938,0.760056,0.708587,2.349511,0.539127,0.500000,0.598903,0.500000,0.054380,0.036680,0.541378,0.451177,0.594529,-0.053151,0.500000,val_gen_auc_avg,0.539127,9.045085e-05
80,0.659632,0.293421,0.325808,0.341632,0.705211,0.764004,2.090070,0.620845,0.500000,0.713099,0.500000,0.119338,0.063727,0.532895,0.560076,0.557479,-0.027181,0.519737,val_gen_auc_avg,0.620845,8.345653e-05
100,0.688707,0.153843,0.317784,0.242979,0.717226,0.792229,2.032096,0.622403,0.552632,0.802815,0.541353,0.217662,0.135523,0.607514,0.576524,0.512639,0.030990,0.578947,val_gen_auc_avg,0.622403,7.500000e-05
120,0.738452,0.140303,0.295073,0.153452,0.707632,0.658928,2.029919,0.605609,0.598684,0.831477,0.680451,0.248212,0.170671,0.520776,0.570983,0.502770,-0.050208,0.486842,val_gen_auc_avg,0.605609,6.545085e-05
140,0.646955,0.141189,0.286848,0.148878,0.732595,0.624496,2.000749,0.513677,0.532895,0.825259,0.736842,0.235903,0.172243,0.632098,0.489785,0.474030,0.142313,0.572368,val_gen_auc_avg,0.513677,5.522642e-05
160,0.752330,0.122252,0.277841,0.065368,0.676824,0.674016,1.886148,0.433345,0.427632,0.778280,0.661654,0.237271,0.163208,0.571503,0.511427,0.425900,0.060076,0.546053,val_gen_auc_avg,0.433345,4.477358e-05
180,0.707514,0.138983,0.279449,0.072372,0.743536,0.701521,1.750403,0.408414,0.440789,0.762508,0.631579,0.218786,0.148491,0.548476,0.557306,0.542590,-0.008830,0.546053,val_gen_auc_avg,0.408414,3.454915e-05
200,0.725144,0.074892,0.271067,0.075097,0.741391,0.693708,1.519873,0.452389,0.453947,0.728758,0.616541,0.197033,0.147436,0.573234,0.479051,0.458276,0.094183,0.519737,val_gen_auc_avg,0.452389,2.500000e-05
220,0.674624,0.055838,0.254483,0.042753,0.690731,0.652205,1.447291,0.448234,0.453947,0.746679,0.575188,0.211307,0.133935,0.542590,0.496364,0.564231,-0.021641,0.552632,val_gen_auc_avg,0.448234,1.654347e-05
240,0.641617,0.108225,0.256091,0.079071,0.742392,0.633482,1.351801,0.430402,0.447368,0.754028,0.586466,0.206838,0.132821,0.453947,0.580159,0.523892,-0.126212,0.427632,val_gen_auc_avg,0.430402,9.549150e-06
260,0.690979,0.165855,0.261416,0.153980,0.785340,0.769478,1.277114,0.469356,0.467105,0.746509,0.605263,0.211781,0.147462,0.589681,0.472992,0.490997,0.098684,0.565789,val_gen_auc_avg,0.469356,4.322727e-06
280,0.679039,0.103007,0.243247,0.042445,0.705712,0.737815,1.244049,0.478532,0.434211,0.763921,0.616541,0.200484,0.140232,0.563885,0.453947,0.522334,0.041551,0.572368,val_gen_auc_avg,0.478532,1.092620e-06
300,0.701887,0.072805,0.261996,0.044520,0.759263,0.721596,1.203415,0.504328,0.480263,0.745605,0.646617,0.212454,0.135293,0.625346,0.470222,0.497057,0.128289,0.592105,val_gen_auc_avg,0.504328,0.000000e+00
