epoch,train_eps_mse,train_aux_ce,train_aux_fm,train_past_ce,val_eps_mse,test_eps_mse,val_gen_mse,val_gen_auc_avg,val_gen_acc_avg,test_gen_auc_avg,test_gen_acc_avg,val_gen_prob_std,test_gen_prob_std,val_auc_correct,val_auc_zero,val_auc_shuffled,val_condition_gap_auc,val_gen_acc_correct,best_metric,best_score,lr
1,1.540851,1.495941,0.680120,0.711677,1.437483,1.445193,4.222137,0.431020,0.442857,0.514441,0.500000,0.183622,0.182177,0.511020,0.462041,0.464490,0.046531,0.500000,val_gen_auc_avg,0.431020,9.999726e-05
20,1.400824,0.592508,0.538917,0.478967,1.196511,1.356102,3.999171,0.440816,0.414286,0.498270,0.474790,0.213456,0.199509,0.448980,0.693878,0.373878,-0.244898,0.442857,val_gen_auc_avg,0.440816,9.890738e-05
40,0.936602,0.835632,0.458403,0.521567,0.923615,0.976695,3.382065,0.599184,0.514286,0.582304,0.512605,0.170396,0.179323,0.438367,0.530612,0.655510,-0.217143,0.457143,val_gen_auc_avg,0.599184,9.567727e-05
60,0.851414,0.974549,0.443952,0.593095,0.784265,0.872266,3.235463,0.640000,0.514286,0.691688,0.537815,0.152009,0.201550,0.672653,0.530612,0.494694,0.142041,0.557143,val_gen_auc_avg,0.640000,9.045085e-05
80,0.763414,0.390006,0.459547,0.287804,0.823891,0.792684,3.238076,0.804082,0.585714,0.729045,0.676471,0.136475,0.175412,0.720000,0.315102,0.541224,0.178776,0.528571,val_gen_auc_avg,0.804082,8.345653e-05
100,0.836312,0.227492,0.447113,0.110955,0.878633,0.747833,3.354043,0.787755,0.642857,0.750230,0.718487,0.121635,0.135925,0.574694,0.555102,0.457959,0.019592,0.600000,val_gen_auc_avg,0.787755,7.500000e-05
120,0.769673,0.232911,0.441733,0.116022,0.752785,0.769820,3.274768,0.799184,0.614286,0.758915,0.735294,0.120896,0.112243,0.706939,0.515918,0.439184,0.191020,0.614286,val_gen_auc_avg,0.799184,6.545085e-05
140,0.711893,0.155581,0.428900,0.079007,0.781918,0.663781,3.250472,0.727347,0.657143,0.708142,0.722689,0.107740,0.096809,0.703673,0.627755,0.435102,0.075918,0.642857,val_gen_auc_avg,0.727347,5.522642e-05
160,0.678720,0.413176,0.445243,0.301994,0.760686,0.726924,3.232044,0.769796,0.657143,0.732152,0.726891,0.098329,0.086661,0.728163,0.320000,0.405714,0.322449,0.714286,val_gen_auc_avg,0.769796,4.477358e-05
180,0.645088,0.391993,0.404267,0.173375,0.584296,0.659753,3.305154,0.786939,0.685714,0.756797,0.731092,0.085785,0.070260,0.742857,0.432653,0.465306,0.277551,0.685714,val_gen_auc_avg,0.786939,3.454915e-05
200,0.702632,0.135158,0.396802,0.043241,0.729019,0.698751,3.366627,0.733878,0.685714,0.758068,0.739496,0.087149,0.074097,0.745306,0.454694,0.465306,0.280000,0.685714,val_gen_auc_avg,0.733878,2.500000e-05
220,0.637445,0.407287,0.393720,0.299342,0.622142,0.697968,3.178747,0.783673,0.714286,0.753690,0.731092,0.081758,0.069544,0.724082,0.514286,0.475102,0.209796,0.700000,val_gen_auc_avg,0.783673,1.654347e-05
240,0.657299,0.126251,0.403831,0.012790,0.798921,0.679063,3.234139,0.742857,0.714286,0.758774,0.726891,0.102119,0.073389,0.737959,0.571429,0.416327,0.166531,0.685714,val_gen_auc_avg,0.742857,9.549150e-06
260,0.593204,0.251960,0.412172,0.088914,0.714583,0.662976,3.238249,0.800000,0.700000,0.760681,0.710084,0.075851,0.082233,0.874286,0.537959,0.431020,0.336327,0.857143,val_gen_auc_avg,0.800000,4.322727e-06
280,0.594894,0.282342,0.410702,0.137981,0.613854,0.658154,3.108760,0.811429,0.700000,0.739566,0.705882,0.081782,0.075902,0.734694,0.585306,0.429388,0.149388,0.657143,val_gen_auc_avg,0.811429,1.092620e-06
300,0.610368,0.137377,0.413187,0.035008,0.741978,0.648029,3.107156,0.815510,0.728571,0.731869,0.726891,0.101664,0.074433,0.804082,0.333878,0.453061,0.351020,0.685714,val_gen_auc_avg,0.815510,0.000000e+00
