epoch,train_eps_mse,train_aux_ce,train_aux_fm,train_past_ce,val_eps_mse,test_eps_mse,val_gen_mse,val_gen_auc_avg,val_gen_acc_avg,test_gen_auc_avg,test_gen_acc_avg,val_gen_prob_std,test_gen_prob_std,val_auc_correct,val_auc_zero,val_auc_shuffled,val_condition_gap_auc,val_gen_acc_correct,best_metric,best_score,lr
1,2.179577,1.638864,0.684806,0.734047,2.127966,2.086727,4.398635,0.481633,0.514286,0.509145,0.491597,0.231607,0.228711,0.469388,0.627755,0.453878,-0.158367,0.485714,val_gen_auc_avg,0.481633,9.999726e-05
20,1.018048,0.596281,0.510041,0.451568,1.018828,1.115129,4.173211,0.550204,0.485714,0.443401,0.466387,0.225373,0.231842,0.574694,0.577959,0.462041,-0.003265,0.557143,val_gen_auc_avg,0.550204,9.890738e-05
40,0.936637,0.470401,0.469002,0.298645,0.961916,1.072427,3.469352,0.642449,0.642857,0.611609,0.613445,0.248489,0.242951,0.474286,0.486531,0.493061,-0.018776,0.400000,val_gen_auc_avg,0.642449,9.567727e-05
60,0.805256,0.493567,0.478804,0.389862,0.732342,0.907960,3.093526,0.711020,0.671429,0.717322,0.659664,0.205389,0.208765,0.430204,0.517551,0.448163,-0.087347,0.428571,val_gen_auc_avg,0.711020,9.045085e-05
80,0.724799,0.285995,0.448061,0.204351,0.722503,0.771281,2.919967,0.717551,0.657143,0.736318,0.701681,0.173107,0.154559,0.659592,0.521633,0.574694,0.084898,0.628571,val_gen_auc_avg,0.717551,8.345653e-05
100,0.750931,0.247139,0.409596,0.056556,0.765755,0.693838,2.809172,0.654694,0.614286,0.734976,0.705882,0.182366,0.117825,0.689796,0.647347,0.471020,0.042449,0.657143,val_gen_auc_avg,0.654694,7.500000e-05
120,0.682610,0.103805,0.414643,0.017295,0.682638,0.723393,2.751808,0.756735,0.685714,0.754678,0.697479,0.143000,0.106267,0.753469,0.366531,0.595918,0.157551,0.714286,val_gen_auc_avg,0.756735,6.545085e-05
140,0.691413,0.166818,0.395509,0.050567,0.816599,0.654420,2.731041,0.730612,0.671429,0.755314,0.693277,0.123952,0.075410,0.665306,0.509388,0.531429,0.133878,0.671429,val_gen_auc_avg,0.730612,5.522642e-05
160,0.627631,0.443040,0.388808,0.304715,0.727695,0.717469,2.622089,0.687347,0.700000,0.750583,0.689076,0.091023,0.077486,0.714286,0.400816,0.491429,0.222857,0.685714,val_gen_auc_avg,0.687347,4.477358e-05
180,0.639236,0.272971,0.394511,0.147807,0.558597,0.691650,2.467156,0.709388,0.714286,0.745639,0.684874,0.078254,0.080421,0.712653,0.476735,0.422857,0.235918,0.700000,val_gen_auc_avg,0.709388,3.454915e-05
200,0.666562,0.130608,0.355046,0.022417,0.659503,0.682162,2.360470,0.749388,0.700000,0.755385,0.689076,0.098046,0.074885,0.743673,0.519184,0.546122,0.197551,0.714286,val_gen_auc_avg,0.749388,2.500000e-05
220,0.635544,0.422904,0.376421,0.287570,0.579235,0.736045,2.259069,0.755918,0.714286,0.734482,0.697479,0.085951,0.079753,0.694694,0.429388,0.466122,0.228571,0.700000,val_gen_auc_avg,0.755918,1.654347e-05
240,0.642834,0.091098,0.367638,0.006998,0.801321,0.689422,2.238629,0.679184,0.714286,0.719582,0.689076,0.091989,0.080532,0.791020,0.537143,0.462041,0.253878,0.728571,val_gen_auc_avg,0.679184,9.549150e-06
260,0.567689,0.230713,0.387445,0.090747,0.677694,0.678121,2.140454,0.746122,0.742857,0.731234,0.689076,0.090240,0.078976,0.760000,0.426939,0.395102,0.333061,0.771429,val_gen_auc_avg,0.746122,4.322727e-06
280,0.582530,0.202341,0.385673,0.095920,0.571947,0.672622,2.080392,0.727347,0.700000,0.721700,0.672269,0.105092,0.077745,0.686531,0.511020,0.341224,0.175510,0.700000,val_gen_auc_avg,0.727347,1.092620e-06
300,0.591542,0.155293,0.377487,0.043143,0.724451,0.658339,1.985278,0.729796,0.714286,0.728268,0.693277,0.099145,0.081563,0.732245,0.513469,0.446531,0.218776,0.742857,val_gen_auc_avg,0.729796,0.000000e+00
