epoch,train_eps_mse,train_aux_ce,train_aux_fm,train_past_ce,val_eps_mse,test_eps_mse,val_gen_mse,val_gen_auc_avg,val_gen_acc_avg,test_gen_auc_avg,test_gen_acc_avg,val_gen_prob_std,test_gen_prob_std,val_auc_correct,val_auc_zero,val_auc_shuffled,val_condition_gap_auc,val_gen_acc_correct,best_metric,best_score,lr
1,1.547798,1.679090,0.646792,0.702811,1.868807,1.830580,3.538762,0.490612,0.542857,0.496646,0.487395,0.211523,0.204841,0.466939,0.447347,0.506122,-0.039184,0.500000,val_gen_auc_avg,0.490612,9.999726e-05
20,1.253718,0.710404,0.537221,0.409736,1.285503,1.337151,3.283492,0.493878,0.457143,0.485700,0.504202,0.230422,0.219949,0.443265,0.532245,0.488980,-0.088980,0.471429,val_gen_auc_avg,0.493878,9.890738e-05
40,1.030132,0.737809,0.474284,0.305552,1.092284,1.103037,3.038341,0.415510,0.500000,0.536473,0.516807,0.185932,0.182155,0.595102,0.600000,0.446531,-0.004898,0.571429,val_gen_auc_avg,0.415510,9.567727e-05
60,0.887985,0.411493,0.458193,0.157133,0.821336,0.852374,2.932731,0.479184,0.500000,0.503637,0.508403,0.187325,0.170593,0.553469,0.428571,0.528163,0.025306,0.542857,val_gen_auc_avg,0.479184,9.045085e-05
80,0.807797,0.412619,0.447435,0.218025,0.874319,0.842868,2.878209,0.526531,0.528571,0.517831,0.504202,0.137848,0.173955,0.355918,0.494694,0.542857,-0.186939,0.514286,val_gen_auc_avg,0.526531,8.345653e-05
100,0.794697,0.184252,0.424212,0.034919,0.686803,0.760245,2.702068,0.499592,0.500000,0.678624,0.592437,0.169040,0.204293,0.508571,0.520816,0.471837,-0.012245,0.471429,val_gen_auc_avg,0.499592,7.500000e-05
120,0.756520,0.383825,0.426432,0.145590,0.743341,0.703698,2.584404,0.536327,0.514286,0.703199,0.659664,0.129920,0.167327,0.511837,0.488163,0.534694,-0.022857,0.557143,val_gen_auc_avg,0.536327,6.545085e-05
140,0.710473,0.200735,0.419877,0.023445,0.739109,0.741819,2.541398,0.529796,0.528571,0.705600,0.684874,0.136645,0.146807,0.607347,0.537959,0.476735,0.069388,0.600000,val_gen_auc_avg,0.529796,5.522642e-05
160,0.696485,0.137653,0.410270,0.041173,0.825648,0.718159,2.527236,0.591020,0.557143,0.707224,0.668067,0.141832,0.130873,0.606531,0.541224,0.487347,0.065306,0.585714,val_gen_auc_avg,0.591020,4.477358e-05
180,0.707007,0.222859,0.397269,0.047223,0.626725,0.740353,2.485953,0.660408,0.585714,0.698468,0.672269,0.163880,0.109955,0.724082,0.417959,0.441633,0.282449,0.657143,val_gen_auc_avg,0.660408,3.454915e-05
200,0.697352,0.194779,0.364630,0.026413,0.737375,0.678456,2.342780,0.726531,0.614286,0.701645,0.659664,0.153359,0.112901,0.688163,0.444082,0.469388,0.218776,0.614286,val_gen_auc_avg,0.726531,2.500000e-05
220,0.707144,0.168495,0.415036,0.096766,0.688884,0.669559,2.141119,0.703673,0.642857,0.672763,0.634454,0.132990,0.122159,0.741224,0.413878,0.426939,0.314286,0.685714,val_gen_auc_avg,0.703673,1.654347e-05
240,0.734136,0.119129,0.380063,0.016178,0.726346,0.656063,1.880987,0.740408,0.600000,0.686957,0.642857,0.178433,0.126677,0.690612,0.515918,0.539592,0.151020,0.657143,val_gen_auc_avg,0.740408,9.549150e-06
260,0.673882,0.184976,0.376981,0.068998,0.779215,0.721756,1.788055,0.782041,0.628571,0.688299,0.630252,0.152589,0.134448,0.707755,0.431020,0.598367,0.109388,0.671429,val_gen_auc_avg,0.782041,4.322727e-06
280,0.677153,0.136223,0.381106,0.014290,0.739626,0.633535,1.662748,0.697959,0.657143,0.679754,0.609244,0.161308,0.130090,0.757551,0.435102,0.457143,0.300408,0.657143,val_gen_auc_avg,0.697959,1.092620e-06
300,0.703292,0.168985,0.354327,0.022167,0.705897,0.731613,1.616731,0.752653,0.628571,0.653909,0.638655,0.163449,0.124480,0.775510,0.602449,0.456327,0.173061,0.700000,val_gen_auc_avg,0.752653,0.000000e+00
