epoch,train_eps_mse,train_aux_ce,train_aux_fm,train_past_ce,val_eps_mse,test_eps_mse,val_gen_mse,val_gen_auc_avg,val_gen_acc_avg,test_gen_auc_avg,test_gen_acc_avg,val_gen_prob_std,test_gen_prob_std,val_auc_correct,val_auc_zero,val_auc_shuffled,val_condition_gap_auc,val_gen_acc_correct,best_metric,best_score,lr
1,1.447501,1.835734,0.600681,0.689282,1.446326,1.451139,4.471193,0.471260,0.500000,0.532760,0.500000,0.047901,0.053727,0.508137,0.539993,0.511427,-0.031856,0.500000,val_gen_auc_avg,0.471260,9.999726e-05
20,0.958472,0.578929,0.386314,0.614774,0.927975,0.938856,3.850642,0.491170,0.500000,0.529595,0.500000,0.053078,0.057523,0.398719,0.560249,0.532895,-0.161530,0.500000,val_gen_auc_avg,0.491170,9.890738e-05
40,0.793305,0.495679,0.333035,0.588986,0.835971,0.838017,2.897887,0.513504,0.500000,0.463282,0.500000,0.060753,0.061467,0.449619,0.516447,0.471780,-0.066828,0.513158,val_gen_auc_avg,0.513504,9.567727e-05
60,0.712234,0.338979,0.327436,0.420571,0.784221,0.786387,2.474973,0.608726,0.500000,0.646334,0.500000,0.119333,0.097995,0.448580,0.530471,0.469875,-0.081891,0.480263,val_gen_auc_avg,0.608726,9.045085e-05
80,0.728246,0.241559,0.310666,0.237780,0.723937,0.719518,2.413078,0.611496,0.572368,0.777715,0.515038,0.190310,0.149395,0.641967,0.507098,0.573407,0.068560,0.605263,val_gen_auc_avg,0.611496,8.345653e-05
100,0.702240,0.159795,0.283643,0.161242,0.786284,0.780264,2.364544,0.641274,0.611842,0.858104,0.676692,0.218351,0.168414,0.466413,0.519737,0.528913,-0.062500,0.467105,val_gen_auc_avg,0.641274,7.500000e-05
120,0.695259,0.230050,0.289955,0.238867,0.604014,0.634608,2.390175,0.684557,0.618421,0.853299,0.725564,0.198001,0.154412,0.634003,0.542417,0.535838,0.091586,0.638158,val_gen_auc_avg,0.684557,6.545085e-05
140,0.731078,0.132490,0.275829,0.157892,0.733273,0.719733,2.171891,0.579467,0.578947,0.839335,0.748120,0.170976,0.123211,0.590201,0.473165,0.541378,0.048823,0.546053,val_gen_auc_avg,0.579467,5.522642e-05
160,0.580169,0.079568,0.270583,0.099319,0.642277,0.675079,1.999828,0.630886,0.611842,0.827576,0.733083,0.189351,0.140335,0.653913,0.491170,0.500000,0.153913,0.625000,val_gen_auc_avg,0.630886,4.477358e-05
180,0.628607,0.168384,0.267931,0.145534,0.632664,0.679189,1.776915,0.635042,0.618421,0.807677,0.691729,0.251006,0.156412,0.644391,0.446157,0.483206,0.161184,0.592105,val_gen_auc_avg,0.635042,3.454915e-05
200,0.686858,0.079897,0.267815,0.052821,0.818281,0.734932,1.570519,0.614439,0.578947,0.821923,0.725564,0.272910,0.159526,0.640062,0.500866,0.515928,0.124134,0.618421,val_gen_auc_avg,0.614439,2.500000e-05
220,0.680871,0.101662,0.254077,0.051650,0.717534,0.625191,1.461856,0.608380,0.572368,0.791848,0.740602,0.218823,0.143696,0.607168,0.491170,0.480609,0.115997,0.592105,val_gen_auc_avg,0.608380,1.654347e-05
240,0.678322,0.075136,0.252737,0.040831,0.731843,0.559053,1.352732,0.579986,0.585526,0.800497,0.733083,0.187486,0.134947,0.606475,0.499307,0.485457,0.107168,0.605263,val_gen_auc_avg,0.579986,9.549150e-06
260,0.650486,0.094550,0.250930,0.027089,0.603752,0.729282,1.321941,0.643006,0.578947,0.804172,0.729323,0.178151,0.113963,0.626212,0.420014,0.470568,0.155644,0.598684,val_gen_auc_avg,0.643006,4.322727e-06
280,0.643977,0.141463,0.260003,0.084182,0.706152,0.792760,1.295953,0.566828,0.605263,0.791000,0.748120,0.146627,0.115966,0.619114,0.464162,0.491170,0.127943,0.631579,val_gen_auc_avg,0.566828,1.092620e-06
300,0.639982,0.068539,0.248360,0.042192,0.809433,0.647078,1.261896,0.566482,0.585526,0.777093,0.721805,0.140914,0.100079,0.614266,0.476454,0.443386,0.137812,0.565789,val_gen_auc_avg,0.566482,0.000000e+00
