epoch,train_eps_mse,train_aux_ce,train_aux_fm,train_past_ce,val_eps_mse,test_eps_mse,val_gen_mse,val_gen_auc_avg,val_gen_acc_avg,test_gen_auc_avg,test_gen_acc_avg,val_gen_prob_std,test_gen_prob_std,val_auc_correct,val_auc_zero,val_auc_shuffled,val_condition_gap_auc,val_gen_acc_correct,best_metric,best_score,lr
1,1.510748,2.129469,0.632389,0.710385,1.494474,1.490490,3.566495,0.482341,0.500000,0.501555,0.500000,0.010910,0.012001,0.528740,0.381233,0.524758,0.003982,0.500000,val_gen_auc_avg,0.482341,9.999726e-05
20,0.842403,0.563402,0.341742,0.602488,0.927635,0.940930,3.195832,0.483206,0.500000,0.490361,0.500000,0.036531,0.038138,0.489266,0.444425,0.482514,0.006752,0.500000,val_gen_auc_avg,0.483206,9.890738e-05
40,0.865527,0.341458,0.359541,0.532214,0.794833,0.816974,2.584730,0.565097,0.500000,0.503986,0.500000,0.043413,0.041330,0.514197,0.479917,0.582929,-0.068733,0.500000,val_gen_auc_avg,0.565097,9.567727e-05
60,0.853857,0.278110,0.327829,0.304433,0.794748,0.797644,2.241140,0.500693,0.500000,0.662728,0.500000,0.056072,0.040928,0.436807,0.445118,0.572888,-0.136080,0.506579,val_gen_auc_avg,0.500693,9.045085e-05
80,0.732391,0.237634,0.305924,0.212361,0.791649,0.764159,2.077047,0.579120,0.500000,0.742721,0.500000,0.100922,0.050040,0.608206,0.496537,0.501731,0.106475,0.500000,val_gen_auc_avg,0.579120,8.345653e-05
100,0.729170,0.174465,0.303931,0.103034,0.714275,0.721597,1.927661,0.684730,0.565789,0.824241,0.522556,0.191804,0.090912,0.688019,0.483206,0.579813,0.108206,0.546053,val_gen_auc_avg,0.684730,7.500000e-05
120,0.682015,0.188020,0.283201,0.135654,0.645239,0.678948,1.840890,0.711392,0.631579,0.801232,0.590226,0.220970,0.116322,0.607860,0.540859,0.519217,0.067001,0.532895,val_gen_auc_avg,0.711392,6.545085e-05
140,0.650538,0.250559,0.270356,0.148103,0.753285,0.723689,1.835941,0.593144,0.592105,0.834926,0.654135,0.218782,0.129569,0.590720,0.426247,0.531856,0.058864,0.592105,val_gen_auc_avg,0.593144,5.522642e-05
160,0.704898,0.133786,0.267435,0.083003,0.719378,0.754534,1.692380,0.561288,0.526316,0.835152,0.624060,0.231225,0.151313,0.637119,0.516794,0.563885,0.073234,0.605263,val_gen_auc_avg,0.561288,4.477358e-05
180,0.681349,0.121249,0.271155,0.048780,0.633688,0.665300,1.585111,0.564751,0.519737,0.808525,0.620301,0.243588,0.163031,0.649931,0.562327,0.543975,0.087604,0.611842,val_gen_auc_avg,0.564751,3.454915e-05
200,0.660826,0.106820,0.267439,0.074500,0.762806,0.644378,1.454205,0.562327,0.539474,0.780485,0.612782,0.234641,0.175410,0.645256,0.456025,0.508657,0.136600,0.611842,val_gen_auc_avg,0.562327,2.500000e-05
220,0.734660,0.094116,0.265445,0.041798,0.851705,0.812104,1.303269,0.588470,0.559211,0.836735,0.718045,0.222593,0.166645,0.627597,0.443906,0.620845,0.006752,0.625000,val_gen_auc_avg,0.588470,1.654347e-05
240,0.647219,0.067499,0.251187,0.023505,0.771057,0.799759,1.219303,0.604744,0.532895,0.800045,0.661654,0.175921,0.169514,0.627078,0.508483,0.547091,0.079986,0.605263,val_gen_auc_avg,0.604744,9.549150e-06
260,0.717847,0.217391,0.258960,0.176456,0.811430,0.735778,1.168215,0.649931,0.578947,0.812935,0.665414,0.156847,0.120949,0.615305,0.508310,0.541724,0.073580,0.605263,val_gen_auc_avg,0.649931,4.322727e-06
280,0.592212,0.500358,0.260288,0.380599,0.719963,0.703641,1.115196,0.613054,0.578947,0.822036,0.710526,0.138530,0.114727,0.618594,0.472819,0.601454,0.017140,0.585526,val_gen_auc_avg,0.613054,1.092620e-06
300,0.710043,0.058057,0.254082,0.037938,0.786633,0.630376,1.076938,0.656683,0.631579,0.784329,0.680451,0.127790,0.091330,0.625000,0.544494,0.536184,0.080506,0.592105,val_gen_auc_avg,0.656683,0.000000e+00
