epoch,train_loss,val_acc,val_auc,test_acc,test_auc,lr
1,0.604764,0.5208,0.5891,0.5126,0.5308,9.972609e-05
2,0.345731,0.4375,0.8095,0.5000,0.7065,9.890738e-05
3,0.205181,0.4375,0.7848,0.5000,0.6665,9.755283e-05
4,0.100546,0.4375,0.7972,0.5000,0.6389,9.567727e-05
5,0.035985,0.4375,0.7672,0.5000,0.6611,9.330127e-05
6,0.011919,0.4375,0.7884,0.5168,0.6992,9.045085e-05
7,0.003212,0.4583,0.7213,0.5546,0.7228,8.715724e-05
8,0.002137,0.4792,0.7372,0.5756,0.7226,8.345653e-05
9,0.000619,0.4583,0.7672,0.6134,0.7229,7.938926e-05
