epoch,train_eps_mse,train_aux_ce,train_aux_fm,train_past_ce,val_eps_mse,test_eps_mse,val_gen_mse,val_gen_auc_avg,val_gen_acc_avg,test_gen_auc_avg,test_gen_acc_avg,val_gen_prob_std,test_gen_prob_std,val_auc_correct,val_auc_zero,val_auc_shuffled,val_condition_gap_auc,val_gen_acc_correct,best_metric,best_score,lr
1,1.453322,1.562041,0.683654,0.780675,1.569103,1.548515,3.820618,0.572245,0.528571,0.521715,0.521008,0.200060,0.204499,0.415510,0.499592,0.457143,-0.084082,0.471429,val_gen_auc_avg,0.572245,9.999726e-05
20,1.324474,0.733694,0.502778,0.470758,1.148278,1.276080,3.528918,0.482449,0.471429,0.542758,0.516807,0.203512,0.223706,0.551837,0.424490,0.462041,0.089796,0.542857,val_gen_auc_avg,0.482449,9.890738e-05
40,1.024447,0.822969,0.430825,0.390032,1.024578,1.140213,3.212439,0.611429,0.585714,0.572064,0.525210,0.232245,0.232628,0.458776,0.561633,0.488163,-0.102857,0.457143,val_gen_auc_avg,0.611429,9.567727e-05
60,0.770622,0.253644,0.441715,0.133380,0.831184,0.923755,2.891805,0.507755,0.485714,0.585058,0.533613,0.187208,0.225494,0.432653,0.537143,0.500408,-0.104490,0.500000,val_gen_auc_avg,0.507755,9.045085e-05
80,0.787879,0.221429,0.424266,0.043925,0.797154,0.826380,2.544598,0.717551,0.528571,0.629899,0.579832,0.181516,0.237588,0.572245,0.375510,0.495510,0.076735,0.485714,val_gen_auc_avg,0.717551,8.345653e-05
100,0.759012,0.217206,0.428247,0.095580,0.818261,0.788039,2.275671,0.741224,0.600000,0.680319,0.651261,0.192619,0.215711,0.651429,0.483265,0.423673,0.168163,0.557143,val_gen_auc_avg,0.741224,7.500000e-05
120,0.658982,0.114135,0.430180,0.057251,0.692210,0.674048,2.250624,0.753469,0.642857,0.675164,0.613445,0.175181,0.182594,0.596735,0.457143,0.618776,-0.022041,0.585714,val_gen_auc_avg,0.753469,6.545085e-05
140,0.647242,0.255049,0.402757,0.114398,0.659150,0.687720,2.249116,0.715918,0.642857,0.656310,0.642857,0.161375,0.142084,0.782041,0.581224,0.563265,0.200816,0.671429,val_gen_auc_avg,0.715918,5.522642e-05
160,0.664009,0.206278,0.393311,0.039677,0.581392,0.634715,2.163629,0.746122,0.657143,0.684062,0.617647,0.121125,0.116830,0.720816,0.559184,0.574694,0.146122,0.657143,val_gen_auc_avg,0.746122,4.477358e-05
180,0.568186,0.450323,0.412401,0.230211,0.703413,0.639114,2.105535,0.735510,0.657143,0.662312,0.626050,0.111314,0.084223,0.702857,0.573878,0.577959,0.124898,0.700000,val_gen_auc_avg,0.735510,3.454915e-05
200,0.658872,0.127893,0.374767,0.008639,0.550948,0.624289,1.998141,0.680816,0.671429,0.712238,0.647059,0.116790,0.087737,0.636735,0.524898,0.495510,0.111837,0.571429,val_gen_auc_avg,0.680816,2.500000e-05
220,0.647866,0.146188,0.371900,0.014702,0.643113,0.640835,1.904241,0.686531,0.671429,0.669021,0.626050,0.103181,0.074096,0.761633,0.438367,0.497143,0.264490,0.671429,val_gen_auc_avg,0.686531,1.654347e-05
240,0.566040,0.242915,0.370710,0.114993,0.676551,0.612544,1.807016,0.698776,0.642857,0.681943,0.651261,0.111225,0.074406,0.707755,0.524898,0.315918,0.182857,0.628571,val_gen_auc_avg,0.698776,9.549150e-06
260,0.665222,0.106264,0.368798,0.019203,0.622287,0.700194,1.786519,0.662041,0.657143,0.697550,0.655462,0.084702,0.083928,0.695510,0.537143,0.403265,0.158367,0.700000,val_gen_auc_avg,0.662041,4.322727e-06
280,0.627910,0.156641,0.364745,0.055440,0.622927,0.682016,1.690679,0.648980,0.657143,0.663442,0.634454,0.102523,0.096721,0.742041,0.497143,0.568980,0.173061,0.714286,val_gen_auc_avg,0.648980,1.092620e-06
300,0.671868,0.109512,0.359581,0.033894,0.666237,0.640154,1.667610,0.651429,0.657143,0.653556,0.634454,0.082757,0.104506,0.706122,0.518367,0.537143,0.168980,0.657143,val_gen_auc_avg,0.651429,0.000000e+00
