epoch,train_loss,val_acc,val_auc,test_acc,test_auc,lr
1,0.671052,0.6102,0.5280,0.5075,0.4764,9.972609e-05
2,0.435702,0.5593,0.6434,0.5000,0.5954,9.890738e-05
3,0.226876,0.5593,0.6177,0.5000,0.5432,9.755283e-05
4,0.084694,0.5593,0.5734,0.5000,0.6410,9.567727e-05
5,0.018416,0.5593,0.5198,0.5000,0.6746,9.330127e-05
6,0.004448,0.5593,0.5303,0.5000,0.6899,9.045085e-05
7,0.001252,0.5593,0.5315,0.5000,0.6675,8.715724e-05
8,0.000603,0.5593,0.5373,0.5075,0.6754,8.345653e-05
9,0.000341,0.5593,0.5548,0.5338,0.7277,7.938926e-05
