region	fold	horizon_idx	run_kind	run_name	seed	diffusion_modality	n_seeds_in_ensemble	n_samples_per_seed	n_total_generated_per_event	n_test	n_test_pos	n_test_neg	test_auc	test_auc_ci_lo	test_auc_ci_hi	test_acc	test_acc_ci_lo	test_acc_ci_hi	test_balanced_acc	val_auc	val_acc	preictal_test_auc	preictal_test_acc	preictal_mm_eeg_emg_test_auc	preictal_mm_eeg_emg_test_acc	preictal_mm_eeg_photo_test_auc	preictal_mm_eeg_photo_test_acc	preictal_mm_eeg_emg_photo_test_auc	preictal_mm_eeg_emg_photo_test_acc	target_test_auc	target_test_acc	best_score	best_select_by	val_holdout_mouse	run_dir
VPM	M710	4	single_ckpt	anchor_eeg__s4__h4	4	eeg	1	16	16	238	119	119	0.7442	0.6787	0.8039	0.6975	0.6387	0.7563	0.6975	0.7094	0.6000	0.7494	0.7059	0.4290	0.5000	0.6972	0.5000	0.5477	0.5000	0.9234	0.7479	nan	val_gen_auc_avg	M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_eeg_allh\diffusion\VPM\fold_M710\horizon_4\anchor_eeg__s4__h4
VPM	M710	4	ensemble	ensemble_5seed		eeg_emg_photo	5	16	80	238	119	119	0.7425	0.6781	0.8028	0.6681	0.6134	0.7269	0.6681	0.7445	0.7000	0.7494	0.7059	0.4290	0.5000	0.6972	0.5000	0.5477	0.5000	0.9234	0.7479			M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_allh\ensembles\VPM\fold_M710\horizon_4\eeg_emg_photo
VPM	M710	4	single_ckpt	anchor_vpm__s0__h4	0	eeg_emg_photo	1	16	16	238	119	119	0.7059	0.6424	0.7694	0.5924	0.5294	0.6513	0.5924	0.6963	0.6571	0.7494	0.7059	0.4290	0.5000	0.6972	0.5000	0.5477	0.5000	0.9234	0.7479	nan	val_gen_auc_avg	M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_allh\diffusion\VPM\fold_M710\horizon_4\anchor_vpm__s0__h4
VPM	M710	4	single_ckpt	anchor_vpm__s1__h4	1	eeg_emg_photo	1	16	16	238	119	119	0.7544	0.6918	0.8121	0.6975	0.6387	0.7563	0.6975	0.7298	0.6714	0.7494	0.7059	0.4290	0.5000	0.6972	0.5000	0.5477	0.5000	0.9234	0.7479	nan	val_gen_auc_avg	M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_allh\diffusion\VPM\fold_M710\horizon_4\anchor_vpm__s1__h4
VPM	M710	4	single_ckpt	anchor_vpm__s2__h4	2	eeg_emg_photo	1	16	16	238	119	119	0.6930	0.6301	0.7555	0.6303	0.5714	0.6892	0.6303	0.7592	0.7571	0.7494	0.7059	0.4290	0.5000	0.6972	0.5000	0.5477	0.5000	0.9234	0.7479	nan	val_gen_auc_avg	M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_allh\diffusion\VPM\fold_M710\horizon_4\anchor_vpm__s2__h4
VPM	M710	4	single_ckpt	anchor_vpm__s3__h4	3	eeg_emg_photo	1	16	16	238	119	119	0.7407	0.6699	0.8005	0.7437	0.6891	0.7941	0.7437	0.7510	0.5714	0.7494	0.7059	0.4290	0.5000	0.6972	0.5000	0.5477	0.5000	0.9234	0.7479	nan	val_gen_auc_avg	M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_allh\diffusion\VPM\fold_M710\horizon_4\anchor_vpm__s3__h4
VPM	M710	4	single_ckpt	anchor_vpm__s4__h4	4	eeg_emg_photo	1	16	16	238	119	119	0.7363	0.6721	0.7944	0.6765	0.6176	0.7311	0.6765	0.8147	0.7429	0.7494	0.7059	0.4290	0.5000	0.6972	0.5000	0.5477	0.5000	0.9234	0.7479	nan	val_gen_auc_avg	M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_allh\diffusion\VPM\fold_M710\horizon_4\anchor_vpm__s4__h4
VPM	M710	5	ensemble	ensemble_5seed		eeg	5	16	80	238	119	119	0.7233	0.6568	0.7877	0.6975	0.6386	0.7563	0.6975	0.8131	0.7143	0.7350	0.7017	0.5284	0.5000	0.6998	0.5000	0.5759	0.5000	0.9234	0.7479			M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_allh\ensembles\VPM\fold_M710\horizon_5\eeg
VPM	M710	5	single_ckpt	anchor_eeg__s0__h5	0	eeg	1	16	16	238	119	119	0.7210	0.6515	0.7841	0.6849	0.6218	0.7395	0.6849	0.7657	0.6429	0.7350	0.7017	0.5284	0.5000	0.6998	0.5000	0.5759	0.5000	0.9234	0.7479	nan	val_gen_auc_avg	M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_eeg_allh\diffusion\VPM\fold_M710\horizon_5\anchor_eeg__s0__h5
VPM	M710	5	single_ckpt	anchor_eeg__s1__h5	1	eeg	1	16	16	238	119	119	0.7036	0.6317	0.7727	0.6849	0.6261	0.7437	0.6849	0.7918	0.7143	0.7350	0.7017	0.5284	0.5000	0.6998	0.5000	0.5759	0.5000	0.9234	0.7479	nan	val_gen_auc_avg	M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_eeg_allh\diffusion\VPM\fold_M710\horizon_5\anchor_eeg__s1__h5
VPM	M710	5	single_ckpt	anchor_eeg__s2__h5	2	eeg	1	16	16	238	119	119	0.7259	0.6583	0.7873	0.6975	0.6386	0.7521	0.6975	0.7878	0.6714	0.7350	0.7017	0.5284	0.5000	0.6998	0.5000	0.5759	0.5000	0.9234	0.7479	nan	val_gen_auc_avg	M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_eeg_allh\diffusion\VPM\fold_M710\horizon_5\anchor_eeg__s2__h5
VPM	M710	5	single_ckpt	anchor_eeg__s3__h5	3	eeg	1	16	16	238	119	119	0.7181	0.6518	0.7808	0.6303	0.5714	0.6933	0.6303	0.8204	0.7429	0.7350	0.7017	0.5284	0.5000	0.6998	0.5000	0.5759	0.5000	0.9234	0.7479	nan	val_gen_auc_avg	M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_eeg_allh\diffusion\VPM\fold_M710\horizon_5\anchor_eeg__s3__h5
VPM	M710	5	single_ckpt	anchor_eeg__s4__h5	4	eeg	1	16	16	238	119	119	0.7168	0.6523	0.7809	0.6891	0.6303	0.7437	0.6891	0.7396	0.6571	0.7350	0.7017	0.5284	0.5000	0.6998	0.5000	0.5759	0.5000	0.9234	0.7479	nan	val_gen_auc_avg	M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_eeg_allh\diffusion\VPM\fold_M710\horizon_5\anchor_eeg__s4__h5
VPM	M710	5	ensemble	ensemble_5seed		eeg_emg_photo	5	16	80	238	119	119	0.6938	0.6274	0.7581	0.5924	0.5294	0.6513	0.5924	0.7731	0.7286	0.7350	0.7017	0.5284	0.5000	0.6998	0.5000	0.5759	0.5000	0.9234	0.7479			M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_allh\ensembles\VPM\fold_M710\horizon_5\eeg_emg_photo
VPM	M710	5	single_ckpt	anchor_vpm__s0__h5	0	eeg_emg_photo	1	16	16	238	119	119	0.6788	0.6097	0.7408	0.6050	0.5420	0.6640	0.6050	0.7290	0.6714	0.7350	0.7017	0.5284	0.5000	0.6998	0.5000	0.5759	0.5000	0.9234	0.7479	nan	val_gen_auc_avg	M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_allh\diffusion\VPM\fold_M710\horizon_5\anchor_vpm__s0__h5
VPM	M710	5	single_ckpt	anchor_vpm__s1__h5	1	eeg_emg_photo	1	16	16	238	119	119	0.6789	0.6091	0.7427	0.6176	0.5546	0.6765	0.6176	0.7837	0.6571	0.7350	0.7017	0.5284	0.5000	0.6998	0.5000	0.5759	0.5000	0.9234	0.7479	nan	val_gen_auc_avg	M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_allh\diffusion\VPM\fold_M710\horizon_5\anchor_vpm__s1__h5
VPM	M710	5	single_ckpt	anchor_vpm__s2__h5	2	eeg_emg_photo	1	16	16	238	119	119	0.6775	0.6046	0.7439	0.5252	0.4580	0.5840	0.5252	0.7469	0.7286	0.7350	0.7017	0.5284	0.5000	0.6998	0.5000	0.5759	0.5000	0.9234	0.7479	nan	val_gen_auc_avg	M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_allh\diffusion\VPM\fold_M710\horizon_5\anchor_vpm__s2__h5
VPM	M710	5	single_ckpt	anchor_vpm__s3__h5	3	eeg_emg_photo	1	16	16	238	119	119	0.6997	0.6326	0.7614	0.5798	0.5168	0.6429	0.5798	0.7510	0.7286	0.7350	0.7017	0.5284	0.5000	0.6998	0.5000	0.5759	0.5000	0.9234	0.7479	nan	val_gen_auc_avg	M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_allh\diffusion\VPM\fold_M710\horizon_5\anchor_vpm__s3__h5
VPM	M710	5	single_ckpt	anchor_vpm__s4__h5	4	eeg_emg_photo	1	16	16	238	119	119	0.7028	0.6383	0.7666	0.6176	0.5546	0.6766	0.6176	0.7478	0.7000	0.7350	0.7017	0.5284	0.5000	0.6998	0.5000	0.5759	0.5000	0.9234	0.7479	nan	val_gen_auc_avg	M1079	${ORIGINAL_PROJECT}\outputs\v6_paper_VPM_M710_allh\diffusion\VPM\fold_M710\horizon_5\anchor_vpm__s4__h5
